SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
200293.642 453059.036 200265.081 453053.376 200265.031 453050.246 200246.561 453046.746 200245.881 453048.776 200222.911 453044.746 200228.39 453017.546 200230.711 453021.436 200242.891 453023.886 200243.401 453021.736 200287.301 453030.115 200286.541 453037.815 200297.771 453039.525 200293.642 453059.036,1984200260244530388700000000,1111016800101990001,11110,16800,1,0199,0001,2827,11110,1669,1,2,8174.32,21,철근콘크리트구조,10000,교육연구시설,19.1,5,1,19840329,36,04,30대,040,40세미만,2019-01-31Z,19891007,,
200262.509 452307.95 200253.529 452307.9 200253.539 452305.78 200248.959 452305.51 200248.979 452302.07 200262.659 452301.42 200262.509 452307.95,1967200256564523045500000000,1111016200102700000,11110,16200,1,0270,0000,5921,11110,15036,1,2,249.12,21,철근콘크리트구조,03000,제1종근린생활시설,0,4,0,19670916,53,06,50대,055,55세미만,2019-01-31Z,,,
197319.391 452682.63 197310.031 452684.581 197310.011 452685.191 197299.481 452685.171 197299.741 452677.361 197303.131 452677.121 197303.541 452680.951 197303.641 452680.961 197309.971 452680.691 197310.031 452680.111 197310.401 452680.011 197309.391 452673.55 197314.521 452672 197319.391 452682.63,0000197309594526801400000000,1111011300102060000,11110,11300,1,0206,0000,13578,11110,16734,1,2,126.61,51,일반목구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
196607.873 452512.3 196607.093 452518.921 196605.713 452518.801 196602.503 452517.641 196603.683 452511.49 196607.873 452512.3,0000196605294525152100000000,1111018100102100412,11110,18100,1,0210,0412,12915,11110,5945,1,2,16.53,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
208417.18 444123.41 208417.182 444123.767 208397.144 444124.921 208396.485 444113.253 208416.818 444112.143 208417.18 444123.41,2005208406904441185000000000,1171010600101720001,11710,10600,1,0172,0001,317,11710,2541,1,2,317.93,31,일반철골구조,10000,교육연구시설,8.25,2,0,20050920,15,02,10대,020,20세미만,2019-01-31Z,20031210,배명중·고등학교,20동
201410.81 452997.377 201404.48 452998.497 201403.05 452990.997 201406.26 452990.547 201407.3 452995.967 201408.97 452995.687 201408.79 452994.257 201410.38 452994.097 201410.81 452997.377,0000201406374529949400000000,1111017500100470001,11110,17500,1,0047,0001,3935,11110,19185,1,2,19.04,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201154.805 452216.405 201151.595 452225.345 201147.725 452223.205 201152.175 452214.905 201154.805 452216.405,0000201151454522202300000000,1111017400103380001,11110,17400,1,0338,0001,5377,11110,9109,1,2,50.19,11,벽돌구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
208744.267 444210.506 208741.997 444224.056 208730.867 444222.217 208733.417 444208.516 208744.267 444210.506,1995208737614442163400000000,1171010500102290010,11710,10500,1,0229,0010,28002,11710,9636,1,2,500.79,21,철근콘크리트구조,01000,단독주택,10.9,3,1,19951012,25,03,20대,030,30세미만,2019-01-31Z,19950602,,
200454.248 452130.235 200453.608 452138.365 200447.118 452138.465 200447.608 452128.765 200454.248 452130.235,0000200450554521339100000000,1111016300100090001,11110,16300,1,0009,0001,5384,11110,16560,1,2,49.59,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200811.154 452309.431 200808.074 452317.151 200801.654 452314.391 200804.104 452307.431 200807.194 452308.591 200807.764 452308.171 200811.154 452309.431,2001200806344523120900000000,1111017400106510038,11110,17400,1,0651,0038,5868,11110,24751,1,2,250.58,21,철근콘크리트구조,04000,제2종근린생활시설,9.1,3,1,20010702,19,02,10대,020,20세미만,2019-01-31Z,20010223,,
196252.729 455543.121 196255.289 455543.781 196256.339 455552.761 196239.569 455553.802 196238.959 455543.912 196241.899 455543.722 196241.809 455542.291 196252.639 455541.621 196252.729 455543.121,1993196247444555479000000000,1111018600101790011,11110,18600,1,0179,0011,11409,11110,7302,1,2,386.77,21,철근콘크리트구조,01000,단독주택,6.7,2,1,19931021,27,03,20대,030,30세미만,2019-01-31Z,19930408,,
200880.563 452847.634 200875.353 452854.134 200871.233 452850.165 200874.333 452846.874 200874.763 452846.924 200876.203 452845.784 200875.013 452844.624 200876.393 452843.514 200880.123 452846.124 200879.973 452846.834 200880.563 452847.634,1974200876104528488100000000,1111017400100230578,11110,17400,1,0023,0578,3302,11110,18726,1,2,65.12,11,벽돌구조,01000,단독주택,0,2,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
201955.82 452726.686 201952.2 452732.716 201944.18 452728.176 201947.59 452722.096 201950.6 452723.666 201949.5 452725.366 201951.59 452726.616 201952.73 452724.776 201955.82 452726.686,1936201949894527275600000000,1111017500111760000,11110,17500,1,1176,0000,2765,11110,4872,1,2,36.36,51,일반목구조,01000,단독주택,0,1,0,19360229,84,09,80대,085,85세미만,2019-01-31Z,,,
200771.145 453000.547 200765.265 453002.397 200762.245 452991.757 200768.345 452990.337 200771.145 453000.547,1975200766724529962500000000,1111017400106110098,11110,17400,1,0611,0098,3258,11110,26856,1,2,87.94,11,벽돌구조,01000,단독주택,0,2,0,19750318,45,05,40대,050,50세미만,2019-01-31Z,,,
201058.705 452279.637 201055.975 452283.037 201051.695 452279.447 201055.835 452275.137 201058.705 452279.637,0000201055434522792300000000,1111017400101450001,11110,17400,1,0145,0001,6585,11110,21085,1,2,21.62,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201389.979 452926.587 201387.939 452928.687 201386.159 452928.917 201382.278 452923.967 201385.958 452921.687 201389.979 452926.587,1992201386214529254500000000,1111017500100560104,11110,17500,1,0056,0104,3439,11110,12887,1,2,74.14,11,벽돌구조,01000,단독주택,0,2,1,19920805,28,03,20대,030,30세미만,2019-01-31Z,19920402,,
201517.913 452532.331 201517.543 452533.371 201520.763 452535.161 201519.813 452538.741 201512.283 452535.892 201514.823 452530.811 201517.913 452532.331,1985201516604525349900000000,1111017500100720207,11110,17500,1,0072,0207,2522,11110,9652,1,2,24.95,12,블록구조,01000,단독주택,0,1,0,19850419,35,04,30대,040,40세미만,2019-01-31Z,19830607,,
200662.327 452582.996 200657.347 452586.276 200653.387 452583.626 200655.267 452578.896 200658.427 452576.416 200662.327 452582.996,1978200657704525817400000000,1111016700100010150,11110,16700,1,0001,0150,2525,11110,6165,1,2,66.12,11,벽돌구조,01000,단독주택,0,3,0,19781222,42,05,40대,045,45세미만,2019-01-31Z,,,
201725.196 452587.929 201718.546 452599.919 201712.586 452596.279 201719.096 452584.429 201725.196 452587.929,0000201718864525921300000000,1111017500101780130,11110,17500,1,0178,0130,2534,11110,8993,1,2,62.8,12,블록구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201716.676 452601.259 201710.766 452610.889 201705.406 452607.959 201711.646 452598.449 201716.676 452601.259,0000201711094526046800000000,1111017500101780125,11110,17500,1,0178,0125,2538,11110,18864,1,2,62.8,12,블록구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201054.455 452274.657 201048.105 452281.557 201043.295 452277.337 201049.595 452269.707 201054.455 452274.657,1991201048884522757400000000,1111017400101440001,11110,17400,1,0144,0001,6803,11110,8806,1,2,248.5,21,철근콘크리트구조,01000,단독주택,9.9,3,1,19910909,29,03,20대,030,30세미만,2019-01-31Z,19900803,,
200987.54 452610.761 200986.74 452615.451 200984.92 452615.751 200983.9 452620.431 200982.73 452621.631 200977.87 452620.751 200977.48 452620.141 200979.44 452609.641 200987.54 452610.761,1974200982104526153200000000,1111017400100230671,11110,17400,1,0023,0671,1603,11110,8941,1,2,122.99,11,벽돌구조,01000,단독주택,0,2,1,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
200845.944 452936.485 200841.084 452942.956 200836.064 452938.766 200839.454 452934.656 200840.744 452934.826 200842.084 452933.566 200845.944 452936.485,1974200841034529379900000000,1111017400100230504,11110,17400,1,0023,0504,3345,11110,21568,1,2,106.66,11,벽돌구조,01000,단독주택,0,2,0,19741228,46,05,40대,050,50세미만,2019-01-31Z,,,
197705.437 456550.806 197696.527 456550.976 197696.007 456523.636 197704.907 456523.466 197705.437 456550.806,1995197700714565372200000000,1111018300104610001,11110,18300,1,0461,0001,22403,11110,7270,1,2,769.9,21,철근콘크리트구조,05000,문화및집회시설,9.4,2,1,19951207,25,03,20대,030,30세미만,2019-01-31Z,19941029,,
200827.155 452963.036 200821.865 452969.736 200815.625 452964.646 200821.354 452958.236 200827.155 452963.036,0000200821464529639400000000,1111017400100230511,11110,17400,1,0023,0511,3348,11110,13686,1,2,97.16,11,벽돌구조,01000,단독주택,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200820.335 452970.996 200814.695 452977.936 200807.914 452972.967 200813.164 452965.826 200820.335 452970.996,1974200814054529719000000000,1111017400100230717,11110,17400,1,0023,0717,3349,11110,14653,1,2,74.58,11,벽돌구조,01000,단독주택,0,2,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
200874.684 452898.735 200869.994 452895.045 200872.874 452891.615 200873.584 452891.875 200877.664 452887.505 200881.464 452891.475 200874.684 452898.735,1975200875824528932400000000,1111017400100230494,11110,17400,1,0023,0494,3340,11110,26064,1,2,110.7,11,벽돌구조,01000,단독주택,0,2,1,19750927,45,05,40대,050,50세미만,2019-01-31Z,,,
196706.03 454114.902 196694.109 454122.402 196690.389 454114.892 196699.829 454109.452 196701.569 454111.932 196703.919 454110.402 196706.03 454114.902,2002196697914541154700000000,1111018400103380032,11110,18400,1,0338,0032,22112,11110,8689,1,2,197.4,21,철근콘크리트구조,01000,단독주택,10.8,2,0,20021128,18,02,10대,020,20세미만,2019-01-31Z,20020710,,
201908.591 452799.627 201903.731 452806.137 201896.991 452800.777 201901.841 452794.457 201908.591 452799.627,1970201902794528002600000000,1111017500104020000,11110,17500,1,0402,0000,4601,11110,21366,1,2,125.31,11,벽돌구조,03000,제1종근린생활시설,0,2,1,19700803,50,06,50대,055,55세미만,2019-01-31Z,,,
199410.562 454117.549 199404.522 454121.539 199398.622 454113.709 199405.531 454109.429 199410.562 454117.549,1987199404744541154800000000,1111017300100011159,11110,17300,1,0001,1159,27823,11110,11831,1,2,275.9,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,19871211,33,04,30대,035,35세미만,2019-01-31Z,19870627,,
199368.697 453846.647 199363.977 453855.467 199357.567 453850.857 199363.337 453842.747 199368.697 453846.647,1981199363314538490500000000,1111017300100550010,11110,17300,1,0055,0010,27377,11110,13991,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,19810601,39,04,30대,040,40세미만,2019-01-31Z,,,
200457.305 453161.424 200454.115 453161.874 200453.315 453156.834 200456.375 453156.384 200457.305 453161.424,1985200455284531591400000000,1111016800101290120,11110,16800,1,0129,0120,4221,11110,22184,1,2,18.15,51,일반목구조,01000,단독주택,0,1,0,19850629,35,04,30대,040,40세미만,2019-01-31Z,19830803,,
199231.532 454217.982 199228.112 454209.392 199229.942 454208.582 199232.391 454210.362 199238.972 454214.502 199239.592 454215.482 199235.182 454217.582 199234.882 454216.972 199231.532 454217.982,1997199233234542137300000000,1111017300100011331,11110,17300,1,0001,1331,27743,11110,21900,1,2,118.17,11,벽돌구조,01000,단독주택,7.8,2,1,19970910,23,03,20대,025,25세미만,2019-01-31Z,,,
200728.725 453038.828 200721.255 453040.958 200718.975 453032.768 200721.895 453031.568 200722.115 453029.748 200725.885 453029.408 200728.725 453038.828,1974200723794530352700000000,1111017400106150085,11110,17400,1,0615,0085,4304,11110,12001,1,2,145.18,11,벽돌구조,01000,단독주택,0,3,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
201347.969 452979.948 201348.179 452981.468 201341.689 452983.658 201339.259 452975.298 201340.559 452974.838 201347.969 452979.948,1929201343304529795300000000,1111017500100100005,11110,17500,1,0010,0005,3814,11110,20504,1,2,26.45,51,일반목구조,01000,단독주택,0,1,0,19291030,91,10,90대,095,95세미만,2019-01-31Z,,,
201310.997 452862.807 201299.527 452862.138 201300.817 452851.528 201313.877 452852.557 201313.527 452856.837 201312.137 452856.777 201311.927 452859.997 201311.157 452859.957 201310.997 452862.807,1998201306334528570800000000,1111017500100530025,11110,17500,1,0053,0025,3817,11110,20856,1,2,240.68,21,철근콘크리트구조,03000,제1종근린생활시설,7.8,2,1,19981125,22,03,20대,025,25세미만,2019-01-31Z,19971108,,
197138.154 455628.198 197137.954 455627.998 197138.154 455627.798 197138.354 455627.998 197138.154 455628.198,2013197138154556279900000000,1111018300102510012,11110,18300,1,0251,0012,29230,11110,100194338,1,2,379.15,21,철근콘크리트구조,01000,단독주택,10.4,3,1,20130409,7,01,10세미만,010,10세미만,2019-01-31Z,20120601,,
197603.59 452812.459 197603.39 452812.659 197603.19 452812.459 197603.39 452812.259 197603.59 452812.459,2013197603384528124500000000,1111010600100350032,11110,10600,1,0035,0032,29333,11110,100195282,1,2,1189.8,21,철근콘크리트구조,04000,제2종근린생활시설,13.96,4,1,20130704,7,01,10세미만,010,10세미만,2019-01-31Z,20110713,아름지기,아름지기
201313.354 452057.791 201313.334 452066.261 201312.714 452066.291 201312.374 452073.071 201306.554 452072.861 201306.554 452062.551 201306.994 452062.451 201307.444 452057.641 201313.354 452057.791,1964201309884520652600000000,1111017400103930018,11110,17400,1,0393,0018,5651,11110,2077,1,2,258.74,21,철근콘크리트구조,04000,제2종근린생활시설,0,2,0,19640106,56,06,50대,060,60세미만,2019-01-31Z,,,
200101.927 452875.737 200092.907 452875.277 200093.567 452866.247 200102.417 452865.877 200101.927 452875.737,2004200097764528708000000000,1111016600101380002,11110,16600,1,0138,0002,2914,11110,8005,1,2,424.55,21,철근콘크리트구조,04000,제2종근린생활시설,14.99,4,1,20040524,16,02,10대,020,20세미만,2019-01-31Z,20030211,,
196768.271 456654.332 196753.051 456664.532 196748.881 456660.093 196748.031 456657.163 196761.031 456649.152 196762.001 456651.142 196764.811 456649.292 196768.271 456654.332,1998196757704566563800000000,1111018300105600012,11110,18300,1,0560,0012,21481,11110,20802,1,2,291.48,32,경량철골구조,01000,단독주택,6.5,2,2,19980218,22,03,20대,025,25세미만,2019-01-31Z,19970627,,
200079.627 452897.428 200073.257 452898.228 200071.817 452890.888 200079.057 452890.278 200079.627 452897.428,1995200075904528941300000000,1111016600100800002,11110,16600,1,0080,0002,2918,11110,13921,1,2,215.37,21,철근콘크리트구조,04000,제2종근린생활시설,13.2,4,1,19951229,25,03,20대,030,30세미만,2019-01-31Z,19940819,,
199322.959 452109.513 199318.098 452107.553 199321.228 452097.603 199331.548 452099.523 199331.278 452099.983 199333.738 452100.343 199332.029 452107.013 199328.699 452106.713 199328.248 452109.443 199323.308 452108.373 199322.959 452109.513,1969199325654521036000000000,1111015200101540000,11110,15200,1,0154,0000,18476,11110,7458,1,2,239.41,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,19690508,51,06,50대,055,55세미만,2019-01-31Z,,,
201049.056 452301.647 201042.176 452307.377 201036.886 452301.477 201042.856 452296.667 201049.056 452301.647,0000201042804523018700000000,1111017400101950006,11110,17400,1,0195,0006,6594,11110,12210,1,2,51.14,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199018.672 452489.641 199016.532 452494.161 199012.342 452493.412 199013.482 452488.491 199018.672 452489.641,2004199015274524913300000000,1111013300100500000,11110,13300,1,0050,0000,18322,11110,20827,1,2,340.82,21,철근콘크리트구조,04000,제2종근린생활시설,14.7,5,0,20040611,16,02,10대,020,20세미만,2019-01-31Z,20020408,제일빌딩,
201878.436 452510.135 201864.006 452503.345 201863.376 452504.086 201854.235 452499.546 201854.945 452498.356 201853.755 452497.936 201852.825 452498.216 201851.805 452497.976 201851.155 452497.266 201851.056 452496.196 201864.165 452470.345 201865.355 452470.265 201866.485 452470.645 201866.755 452471.135 201866.885 452472.035 201867.595 452471.565 201868.445 452471.505 201887.465 452481.595 201887.105 452482.525 201888.046 452482.805 201889.005 452482.605 201890.125 452483.105 201890.546 452483.615 201890.726 452484.515 201878.436 452510.135,1988201870954524902000000000,1111017500113830000,11110,17500,1,1383,0000,8673,11110,8300,1,2,9973.71,21,철근콘크리트구조,14000,업무시설,0,8,3,19880609,32,04,30대,035,35세미만,2019-01-31Z,19860612,,
197335.993 452762.141 197332.083 452761.501 197332.803 452755.701 197341.023 452756.561 197341.043 452756.671 197340.743 452760.831 197340.613 452760.811 197336.293 452760.191 197335.993 452762.141,0000197336304527586800000000,1111011200101630007,11110,11200,1,0163,0007,14094,11110,11281,1,2,32.43,51,일반목구조,01000,단독주택,0,1,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201650.579 452219.167 201641.799 452215.517 201639.829 452209.077 201644.149 452210.027 201646.379 452203.737 201655.209 452207.956 201650.579 452219.167,0000201647864522115700000000,1111017500102320008,11110,17500,1,0232,0008,6864,11110,8497,1,2,105.13,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200809.935 453038.507 200809.926 453044.377 200798.746 453043.757 200799.666 453037.657 200809.935 453038.507,1985200804524530411100000000,1111017400106110050,11110,17400,1,0611,0050,4431,11110,3040,1,2,244.78,11,벽돌구조,01000,단독주택,0,2,1,19850629,35,04,30대,040,40세미만,2019-01-31Z,,,
199877.233 452711.849 199876.783 452713.259 199868.493 452711.66 199868.583 452710.929 199870.563 452711.449 199871.803 452708.159 199869.973 452707.629 199871.403 452703.859 199879.373 452706.649 199878.163 452709.359 199873.293 452707.839 199872.393 452710.459 199877.233 452711.849,0000199873964527083600000000,1111016600102990002,11110,16600,1,0299,0002,15945,11110,8720,1,2,42.98,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200038.753 453911.567 200029.674 453916.347 200024.203 453905.377 200033.173 453900.497 200038.753 453911.567,1988200031464539084400000000,1111016900100220037,11110,16900,1,0022,0037,9931,11110,8880,1,2,247.87,11,벽돌구조,01000,단독주택,0,2,1,19881216,32,04,30대,035,35세미만,2019-01-31Z,19880413,,
201273.912 452564.576 201264.202 452565.416 201263.762 452560.916 201266.362 452560.506 201266.112 452557.716 201273.122 452557.016 201273.912 452564.576,1970201269124525614700000000,1111017400100680000,11110,17400,1,0068,0000,2610,11110,3396,1,2,111.21,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19700920,50,06,50대,055,55세미만,2019-01-31Z,,,
196831.851 456658.821 196818.791 456651.581 196823.221 456643.751 196825.711 456645.191 196826.471 456643.881 196831.841 456646.821 196834.221 456642.481 196839.971 456645.751 196831.851 456658.821,1997196829424566500700000000,1111018300105520018,11110,18300,1,0552,0018,21064,11110,10932,1,2,354.19,21,철근콘크리트구조,01000,단독주택,9.2,2,1,19971205,23,03,20대,025,25세미만,2019-01-31Z,19970414,,
200283.598 452220.699 200282.428 452227.459 200274.458 452225.499 200275.718 452219.349 200283.598 452220.699,0000200279104522232700000000,1111016200102060000,11110,16200,1,0206,0000,5255,11110,19475,1,2,75.41,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
198413.959 453844.432 198400.309 453845.233 198400.229 453836.563 198413.799 453836.192 198413.959 453844.432,0000198407014538406100000000,1111014000100280001,11110,14000,1,0028,0001,25311,11110,100190210,1,2,314.55,21,철근콘크리트구조,10000,교육연구시설,9.4,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,제3별관,
200180.371 452451.822 200172.071 452449.962 200173.501 452445.242 200178.251 452446.512 200178.821 452443.422 200171.561 452441.502 200172.181 452439.182 200182.791 452441.452 200180.371 452451.822,0000200177434524456200000000,1111016200101000017,11110,16200,1,0100,0017,7921,11110,10142,1,2,102.48,51,일반목구조,03000,제1종근린생활시설,0,1,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199494.101 454052.527 199488.611 454057.767 199485.271 454054.887 199490.161 454048.127 199494.101 454052.527,0000199489634540531600000000,1111017300100010215,11110,17300,1,0001,0215,25630,11110,10234,1,2,22.02,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
197017.666 453156.769 197009.386 453160.919 197005.106 453151.979 197013.546 453147.749 197017.666 453156.769,1995197011414531543400000000,1111010900100620000,11110,10900,1,0062,0000,14409,11110,7074,1,2,272.34,21,철근콘크리트구조,01000,단독주택,8.9,3,1,19950707,25,03,20대,030,30세미만,2019-01-31Z,19910409,,
200883.075 452317.87 200881.835 452324.57 200879.265 452324.41 200880.125 452317.54 200883.075 452317.87,1984200881084523210100000000,1111017400105820055,11110,17400,1,0582,0055,5568,11110,23668,1,2,53.54,11,벽돌구조,04000,제2종근린생활시설,0,2,0,19840316,36,04,30대,040,40세미만,2019-01-31Z,19831230,,
200906.745 452319.15 200906.925 452324.04 200897.435 452323.31 200898.015 452318.15 200906.745 452319.15,1938200902224523211900000000,1111017400105820046,11110,17400,1,0582,0046,5570,11110,29167,1,2,29.75,51,일반목구조,01000,단독주택,0,1,0,19381201,82,09,80대,085,85세미만,2019-01-31Z,,,
201785.882 452328.585 201783.282 452334.205 201774.312 452331.165 201777.662 452324.626 201785.882 452328.585,1995201780154523296100000000,1111017500102020014,11110,17500,1,0202,0014,5029,11110,21596,1,2,260.59,21,철근콘크리트구조,01000,단독주택,9.4,3,1,19950830,25,03,20대,030,30세미만,2019-01-31Z,19950411,,
200823.833 452266.23 200819.163 452252.68 200822.603 452251.45 200823.013 452252.06 200826.513 452251.36 200828.863 452256.56 200828.713 452257.05 200831.643 452264.09 200830.253 452264.85 200828.303 452264.75 200823.833 452266.23,1994200825274522585900000000,1111017400106870013,11110,17400,1,0687,0013,5968,11110,24733,1,2,611.12,21,철근콘크리트구조,04000,제2종근린생활시설,13.5,4,1,19940915,26,03,20대,030,30세미만,2019-01-31Z,19940218,,
196619.931 454854.39 196618.791 454858.36 196620.281 454861.67 196615.381 454864.89 196612.301 454859.58 196612.631 454858.45 196610.651 454854.54 196615.141 454852.26 196619.931 454854.39,0000196615794548580200000000,1111018400101940006,11110,18400,1,0194,0006,21770,11110,5612,1,2,163.46,21,철근콘크리트구조,01000,단독주택,8.1,2,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200394.384 453137.014 200394.544 453146.195 200392.194 453146.365 200388.544 453142.515 200386.484 453142.055 200386.874 453136.485 200394.384 453137.014,1994200390984531408100000000,1111016800101290137,11110,16800,1,0129,0137,3660,11110,25891,1,2,143.81,11,벽돌구조,03000,제1종근린생활시설,8.8,3,0,19941005,26,03,20대,030,30세미만,2019-01-31Z,19940728,,
198803.403 453275.901 198795.913 453276.002 198795.873 453268.111 198803.413 453268.011 198803.403 453275.901,0000198799654532720000000000,1111014800100480012,11110,14800,1,0048,0012,28139,11110,7418,1,2,36.36,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
201353.83 453012.728 201349.27 453016.788 201346.6 453013.918 201348.271 453012.33 201348.329 453012.278 201342.639 453006.298 201344.959 453004.098 201353.83 453012.728,0000201348334530105600000000,1111017500100120006,11110,17500,1,0012,0006,3053,11110,7885,1,2,59.07,12,블록구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
