SHAPE,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,LNM_LNDCGR_SMBOL,SRC_OBJECTID,SRC_LD_CPSG_CODE,ISSU_CONFM_CODE,STDR_YEAR,STDR_MT,ADSTRD_EMD_CODE,PBLNTF_PCLND,LNDCGR_CODE,LNDCGR_CODE_NM,LNDPCL_AR,PRPOS_AREA_1,PRPOS_AREA_1_NM,PRPOS_AREA_2,PRPOS_AREA_2_NM,LAD_USE_SITTN,LAD_USE_SITTN_NM,TPGRPH_HG_CODE,TPGRPH_HG_CODE_NM,TPGRPH_FRM_CODE,TPGRPH_FRM_CODE_NM,ROAD_SIDE_CODE,ROAD_SIDE_CODE_NM,FRST_REGIST_DT
198225.228 453200 198214.452 453200 198205.22 453194.837 198202.316 453192.54 198197.506 453187.359 198193.605 453181.575 198190.165 453173.587 198185.967 453153.694 198180.631 453127.108 198175.453 453110.318 198173.482 453102.406 198172.634 453095.584 198169.687 453082.419 198163.217 453053.358 198159.865 453038.492 198155.408 453018.18 198151.706 453000 198157.142 453000 198162.637 453019.085 198166.246 453038.493 198168.891 453052.985 198172.505 453070.009 198173.699 453076.418 198174.817 453081.312 198175.507 453084.247 198177.407 453091.289 198178.254 453095.422 198178.325 453095.839 198179.88 453102.734 198180.382 453104.979 198182.871 453116.648 198183.604 453119.713 198184.944 453125.98 198186.841 453135.74 198189.153 453146.133 198189.487 453146.034 198190.925 453149.214 198191.268 453150.896 198194.665 453163.718 198197.973 453175.203 198200.293 453177.883 198199.841 453178.119 198201.281 453181.339 198200.356 453182.305 198202.314 453186.265 198204.886 453187.13 198210.769 453193.009 198218.649 453198.748 198220.158 453197.851 198225.228 453200,1111014200100570001,11110,14200,1,0057,0001,57-1 도,204456,11110,1,2018,01,904,1566000,14,도로,1191.6,43,자연녹지지역,13,제1종일반주거지역,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198155.408 453018.18 198159.865 453038.492 198163.217 453053.358 198169.687 453082.419 198172.634 453095.584 198173.482 453102.406 198175.453 453110.318 198180.631 453127.108 198185.967 453153.694 198190.165 453173.587 198193.605 453181.575 198197.506 453187.359 198202.316 453192.54 198205.22 453194.837 198214.452 453200 198203.104 453200 198195.801 453194.379 198191.598 453189.334 198188.199 453184.15 198187.056 453181.852 198185.35 453177.941 198183.081 453172.19 198180.753 453162.042 198171.288 453117.794 198164.929 453089.946 198151.873 453032.685 198144.924 453000.001 198151.706 453000 198155.408 453018.18,1111014200100570002,11110,14200,1,0057,0002,57-2천,195471,11110,1,2018,01,904,1020000,17,하천,1312.4,43,자연녹지지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198242.334 453200.029 198242.1 453200.191 198241.916 453200 198240.661 453198.701 198242.334 453200.029,1111014200100570003,11110,14200,1,0057,0003,57-3대,163328,11110,1,2018,01,904,4348000,08,대,0.2,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198209.074 453085.218 198207.651 453083.109 198207.249 453081.732 198208.183 453081.546 198209.074 453085.218,1111014200100570004,11110,14200,1,0057,0004,57-4대,163401,11110,1,2018,01,904,7420000,08,대,2.6,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,07,부정형,04,중로한면,2018-08-07Z
198237.007 453195.856 198240.661 453198.701 198241.916 453200 198238.864 453200 198236.669 453197.87 198232.838 453194.271 198225.228 453200 198220.158 453197.851 198226.55 453193.599 198228.837 453192.172 198231.682 453190.337 198232.086 453185.529 198232.328 453185.02 198230.733 453176.857 198228.871 453166.958 198231.996 453166.216 198231.927 453165.712 198246.33 453164.736 198246.347 453165.554 198250 453165.58 198250 453168.386 198248.588 453168.376 198248.559 453168.132 198246.849 453167.515 198245.12 453166.938 198242.231 453166.837 198239.4 453167.124 198232.043 453167.711 198231.555 453168.256 198232.557 453175.592 198233.637 453182.567 198233.248 453182.725 198233.507 453185.542 198233.925 453190.453 198232.913 453191.623 198234.15 453193.406 198237.007 453195.856,1111014200100570007,11110,14200,1,0057,0007,57-7 도,204455,11110,1,2018,01,904,2524000,14,도로,155.8,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198210.114 453174.897 198212.623 453176.303 198213.938 453178.699 198211.308 453179.784 198209.916 453177.299 198209.141 453176.634 198207.701 453174.423 198200.293 453177.883 198197.973 453175.203 198205.844 453172.761 198211.859 453171.197 198212.02 453172.191 198210.021 453172.58 198210.114 453174.897,1111014200100570008,11110,14200,1,0057,0008,57-8 도,204454,11110,1,2018,01,904,2524000,14,도로,46.7,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198211.401 453140.422 198211.502 453140.565 198211.842 453142.867 198206.272 453143.912 198202.329 453145.133 198198.078 453146.562 198190.925 453149.214 198189.487 453146.034 198193.471 453145.704 198197.51 453144.638 198202.5 453142.37 198207.972 453140.182 198208.087 453139.163 198206.352 453133.529 198208.495 453132.884 198209.98 453132.75 198211.401 453140.422,1111014200100570009,11110,14200,1,0057,0009,57-9 도,204453,11110,1,2018,01,904,2524000,14,도로,81.6,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198203.905 453114.034 198200.823 453114.82 198196.416 453115.595 198194.949 453114.131 198194.1 453112.543 198192.272 453108.158 198189.868 453102.064 198180.382 453104.979 198179.88 453102.734 198181.536 453102.297 198189.051 453099.969 198191.753 453099.133 198192.102 453100.179 198195.321 453111.123 198196.529 453113.725 198213.236 453109.058 198213.203 453108.874 198222.499 453106.246 198222.757 453107.481 198215.449 453110.286 198205.898 453112.901 198203.905 453114.034,1111014200100570010,11110,14200,1,0057,0010,57-10 도,213292,11110,1,2018,01,904,2524000,14,도로,105.1,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198209.611 453076.684 198210.014 453081.11 198208.183 453081.546 198207.249 453081.732 198206.995 453081.193 198206.506 453079.069 198205.989 453077.591 198204.57 453072.943 198196.45 453075.125 198195.99 453075.886 198183.568 453078.468 198177.671 453080.219 198174.817 453081.312 198173.699 453076.418 198176.762 453076.017 198180.287 453075.193 198180.396 453075.384 198187.832 453073.848 198205.9 453069.743 198223.254 453065.713 198238.845 453062.048 198242.651 453061.2 198249.918 453059.69 198249.951 453062.502 198248.246 453062.761 198239.103 453064.353 198224.728 453067.62 198215.151 453070.125 198209.139 453072.249 198209.611 453076.684,1111014200100570011,11110,14200,1,0057,0011,57-11 도,213246,11110,1,2018,01,904,2524000,14,도로,254.8,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198198.668 453148.116 198191.268 453150.896 198190.925 453149.214 198198.078 453146.562 198198.668 453148.116,1111014200100580001,11110,14200,1,0058,0001,58-1대,195483,11110,1,2018,01,904,9260000,08,대,12.6,13,제1종일반주거지역,00,지정되지않음,210,상업용,02,평지,04,사다리형,03,광대세각,2018-08-07Z
198219.922 453160.67 198217.363 453161.488 198218.834 453168.586 198211.8 453170.154 198211.859 453171.197 198205.844 453172.761 198197.973 453175.203 198194.665 453163.718 198191.268 453150.896 198198.668 453148.116 198198.078 453146.562 198202.329 453145.133 198206.272 453143.912 198211.842 453142.867 198212.619 453145.325 198213.854 453150.322 198215.809 453149.777 198216.934 453156.397 198216.877 453157.707 198216.906 453159.055 198219.407 453158.625 198219.922 453160.67,1111014200100590001,11110,14200,1,0059,0001,59-1 대,209544,11110,1,2018,01,904,9260000,08,대,610.6,13,제1종일반주거지역,00,지정되지않음,210,상업용,02,평지,04,사다리형,03,광대세각,2018-08-07Z
198257.447 453153.498 198247.409 453153.916 198247.38 453153.629 198244.952 453150.545 198246.864 453150.167 198246.592 453147.212 198247.696 453147.462 198256.935 453146.283 198256.969 453146.671 198257.447 453153.498,1111014200100600001,11110,14200,1,0060,0001,60-1대,163350,11110,1,2018,01,904,4104000,08,대,72.7,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198331.091 453290.147 198330.881 453290.551 198335.833 453299.942 198324.653 453304.18 198321.589 453299.764 198320.87 453298.311 198311.236 453288.825 198313.65 453286.249 198314.91 453284.182 198315.81 453284.781 198318.014 453283.044 198318.275 453283.218 198319.28 453284.326 198321.035 453282.978 198324.273 453286.722 198326.258 453285.24 198331.091 453290.147,1111014300100450000,11110,14300,1,0045,0000,45대,195520,11110,1,2018,01,904,3550000,08,대,264.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198337.515 453285 198331.091 453290.147 198326.258 453285.24 198333.403 453279.255 198337.515 453285,1111014300100460002,11110,14300,1,0046,0002,46-2대,195525,11110,1,2018,01,904,3769000,08,대,59.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,03,세로장방,10,세로한면(불),2018-08-07Z
198343.73 453290.629 198344.885 453292.247 198345.619 453294.777 198343.386 453296.717 198338.776 453298.887 198335.833 453299.942 198330.881 453290.551 198331.091 453290.147 198337.515 453285 198343.73 453290.629,1111014300100470002,11110,14300,1,0047,0002,47-2대,163469,11110,1,2018,01,904,3692000,08,대,125.6,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198340.41 453302.167 198335.247 453305.437 198329.739 453307.569 198325.672 453308.537 198324.518 453305.243 198324.653 453304.18 198335.833 453299.942 198338.776 453298.887 198340.41 453302.167,1111014300100480000,11110,14300,1,0048,0000,48대,163463,11110,1,2018,01,904,3583000,08,대,76,13,제1종일반주거지역,00,지정되지않음,160,주거기타,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198326.258 453285.24 198324.273 453286.722 198321.035 453282.978 198319.28 453284.326 198318.275 453283.218 198318.014 453283.044 198316.232 453281.404 198318.636 453278.476 198322.16 453276.589 198322.6 453277.022 198326.948 453274.985 198328.658 453277.051 198331.417 453276.168 198333.403 453279.255 198326.258 453285.24,1111014300100490000,11110,14300,1,0049,0000,49대,163477,11110,1,2018,01,904,3502000,08,대,102.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198318.636 453278.476 198316.232 453281.404 198311.652 453284.64 198307.633 453279.533 198309.762 453277.396 198311.981 453276.048 198312.794 453277.727 198319.836 453273.87 198322.16 453276.589 198318.636 453278.476,1111014300100500000,11110,14300,1,0050,0000,50대,195526,11110,1,2018,01,904,3436000,08,대,66.1,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,11,세로각지(불),2018-08-07Z
198331.417 453276.168 198328.658 453277.051 198326.948 453274.985 198322.6 453277.022 198322.16 453276.589 198319.836 453273.87 198319.852 453273.613 198318.682 453271.187 198321.355 453269.863 198326.411 453267.566 198331.417 453276.168,1111014300100510001,11110,14300,1,0051,0001,51-1대,163480,11110,1,2018,01,904,3502000,08,대,66.1,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198326.411 453267.566 198321.355 453269.863 198321.231 453267.713 198320.077 453265.991 198318.997 453265.107 198317.347 453265.392 198317.992 453263.19 198323.153 453261.372 198323.046 453262.291 198326.411 453267.566,1111014300100510002,11110,14300,1,0051,0002,51-2 대,334769,11110,1,2018,01,904,3502000,08,대,26.4,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198320.077 453265.991 198321.231 453267.713 198321.355 453269.863 198318.682 453271.187 198319.852 453273.613 198319.836 453273.87 198312.794 453277.727 198311.981 453276.048 198307.976 453269.293 198317.347 453265.392 198318.997 453265.107 198320.077 453265.991,1111014300100520000,11110,14300,1,0052,0000,52대,207269,11110,1,2018,01,904,3403000,08,대,102.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198315.53 453257.049 198317.167 453260.693 198318.144 453262.196 198317.992 453263.19 198317.347 453265.392 198307.976 453269.293 198306.882 453267.975 198303.194 453261.789 198310.067 453258.414 198315.305 453256.869 198315.53 453257.049,1111014300100530000,11110,14300,1,0053,0000,53대,163486,11110,1,2018,01,904,3550000,08,대,112.4,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198320.303 453251.288 198323.8 453259.858 198323.153 453261.372 198317.992 453263.19 198318.144 453262.196 198317.167 453260.693 198315.53 453257.049 198315.305 453256.869 198313.279 453251.274 198313.248 453250.959 198319.823 453249.595 198320.303 453251.288,1111014300100540000,11110,14300,1,0054,0000,54대,163493,11110,1,2018,01,904,3660000,08,대,80.6,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,02,가로장방,10,세로한면(불),2018-08-07Z
198313.248 453250.959 198313.279 453251.274 198315.305 453256.869 198310.067 453258.414 198303.194 453261.789 198301.06 453258.681 198300.742 453258.218 198300.997 453257.2 198303.097 453255.668 198302.782 453254.844 198300.701 453250.941 198305.907 453248.575 198306.154 453249.006 198310.818 453247.088 198311.104 453249.507 198312.683 453249.078 198313.248 453250.959,1111014300100550001,11110,14300,1,0055,0001,55-1대,163495,11110,1,2018,01,904,3403000,08,대,128.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198295.854 453242.101 198300.701 453250.941 198302.782 453254.844 198303.097 453255.668 198300.997 453257.2 198300.742 453258.218 198301.06 453258.681 198299.728 453259.476 198298.447 453257.787 198301.253 453255.653 198296.57 453246.666 198287.502 453231.994 198288.678 453230.449 198295.854 453242.101,1111014300100550002,11110,14300,1,0055,0002,55-2 도,212569,11110,1,2018,01,904,1207000,14,도로,52.9,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198297.859 453287.33 198297.214 453286.447 198296.386 453287.089 198291.136 453278.518 198290.851 453278.264 198287.469 453272.989 198284.214 453267.856 198284.141 453267.584 198294.063 453263.159 198294.003 453262.934 198292.757 453260.862 198298.447 453257.787 198299.728 453259.476 198302.77 453263.486 198305.501 453269.009 198307.153 453272.565 198309.012 453274.737 198309.745 453275.885 198305.005 453280.086 198305.98 453281.794 198306.01 453282.078 198302.396 453284.49 198302.261 453284.744 198297.859 453287.33,1111014300100560000,11110,14300,1,0056,0000,56대,213241,11110,1,2018,01,904,8486000,08,대,391.7,13,제1종일반주거지역,00,지정되지않음,230,상업나지,02,평지,07,부정형,04,중로한면,2018-08-07Z
198284.214 453267.856 198287.469 453272.989 198290.851 453278.264 198291.136 453278.518 198296.386 453287.089 198295.022 453287.928 198292.757 453288.677 198290.568 453286.82 198288.45 453283.579 198286.949 453280.31 198287.755 453279.796 198285.159 453274.397 198282.984 453268.501 198283.328 453268.033 198284.141 453267.584 198284.214 453267.856,1111014300100580001,11110,14300,1,0058,0001,58-1대,213242,11110,1,2018,01,904,8486000,08,대,81,13,제1종일반주거지역,00,지정되지않음,230,상업나지,02,평지,07,부정형,04,중로한면,2018-08-07Z
198535.771 452850.141 198530.696 452848.377 198530.514 452847.932 198528.371 452847.365 198534.119 452833.722 198543.433 452837.147 198542.134 452841.111 198541.435 452840.777 198538.027 452849.732 198536.143 452849.209 198535.771 452850.141,1111014100100720003,11110,14100,1,0072,0003,72-3대,163180,11110,1,2018,01,904,4212000,08,대,141.2,13,제1종일반주거지역,00,지정되지않음,160,주거기타,02,평지,03,세로장방,10,세로한면(불),2018-08-07Z
198534.119 452833.722 198528.371 452847.365 198518.153 452844.52 198519.724 452839.689 198522.002 452831.826 198525.379 452832.84 198525.997 452830.727 198534.119 452833.722,1111014100100720004,11110,14100,1,0072,0004,72-4대,163181,11110,1,2018,01,904,4090000,08,대,165.3,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198543.92 452835.688 198543.433 452837.147 198534.119 452833.722 198525.997 452830.727 198526.272 452829.732 198543.92 452835.688,1111014100100720005,11110,14100,1,0072,0005,72-5도,163189,11110,1,2018,01,904,1349000,14,도로,23.1,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,02,가로장방,00,지정되지않음,2018-08-07Z
198545.784 452807.898 198543.651 452815.319 198557.114 452819.911 198557.026 452820.137 198552.265 452838.444 198543.92 452835.688 198526.272 452829.732 198526.616 452828.559 198527.017 452828.31 198528.907 452820.142 198530.971 452812.36 198531.943 452807.429 198531.954 452805.832 198545.784 452807.898,1111014100100730000,11110,14100,1,0073,0000,73대,163188,11110,1,2018,01,904,7759000,08,대,611.5,13,제1종일반주거지역,00,지정되지않음,220,업무용,02,평지,07,부정형,04,중로한면,2018-08-07Z
198528.371 452847.365 198530.514 452847.932 198530.696 452848.377 198535.771 452850.141 198533.937 452854.838 198532.736 452858.04 198531.803 452857.752 198532.676 452853.176 198524.054 452850.812 198524.839 452847.532 198518.715 452845.917 198517.707 452849.196 198513.968 452847.828 198515.988 452842.271 198518.812 452832.355 198518.376 452831.994 198519.74 452827.124 198524.016 452828.888 198525.78 452823.636 198526.998 452819.099 198527.298 452816.973 198528.266 452812.217 198528.69 452803.86 198527.505 452803.319 198528.063 452800 198528.129 452800 198529.507 452792.455 198528.966 452792.27 198529.271 452785.045 198525.484 452782.803 198526.444 452779.915 198529.154 452780.54 198529.137 452775.37 198523.826 452773.19 198518.681 452771.197 198510.896 452769.091 198508.63 452776.381 198508.495 452776.568 198506.091 452783.105 198504.398 452788.057 198500.385 452799.936 198497.128 452799.913 198497.308 452799.297 198509.155 452766.829 198522.815 452727.56 198527.497 452703.21 198528.96 452695.587 198534.507 452663.9 198535.564 452657.808 198537.35 452648.676 198539.619 452640.814 198542.612 452641.847 198539.771 452650.553 198538.855 452655.352 198539.427 452655.628 198539.537 452656.043 198536.631 452667.358 198538.853 452668.262 198537.368 452672.4 198535.307 452681.565 198533.287 452690.03 198530.75 452701.032 198529.212 452708.997 198528.297 452714.395 198528.092 452716.528 198527.935 452718.143 198530.771 452718.872 198532.202 452719.314 198541.689 452720.054 198543.882 452713.005 198544.714 452713.159 198546.943 452706.387 198549.98 452698.807 198552.631 452694.592 198555.199 452690.969 198556.78 452689.153 198557.583 452688.232 198559.733 452682.949 198560.442 452680.3 198561.141 452676.639 198566.498 452679.26 198568.676 452679.665 198572.079 452680.96 198571.692 452681.8 198563.027 452679.682 198560.569 452688.344 198560.577 452689.836 198559.515 452691.591 198557.002 452691.19 198554.977 452694.496 198554.423 452694.689 198552.184 452700.711 198561.413 452703.923 198561.773 452703.375 198562.226 452702.547 198571.068 452704.38 198571.382 452703.017 198575.723 452702.508 198576.12 452701.246 198577.3 452696.739 198577.816 452696.619 198578.297 452695.651 198580.746 452697.223 198591.793 452700.59 198598.858 452703.369 198603.348 452705.401 198603.847 452704.6 198606.899 452705.965 198613.307 452709.158 198615.346 452710.586 198628.586 452714.786 198630.323 452716.116 198636.972 452703.406 198637.369 452702.779 198638.035 452700.481 198618.704 452687.866 198607.823 452680.929 198588.743 452668.351 198587.446 452667.586 198582.819 452664.557 198579.354 452669.392 198578.127 452668.766 198581.442 452663.844 198566.58 452654.011 198554.163 452646.112 198546.597 452641.114 198544.877 452639.854 198546.282 452637.02 198555.41 452643.47 198561.493 452647.854 198567.93 452652.105 198580.356 452660.585 198606.632 452679.111 198621.805 452688.291 198640.462 452699.366 198653.047 452704.982 198651.65 452708.238 198647.558 452706.527 198647.18 452706.675 198643.143 452703.981 198641.038 452702.406 198640.255 452704.239 198639.956 452704.939 198638.54 452707.936 198636.768 452712.88 198634.93 452719.313 198633.553 452722.847 198632.368 452725.294 198630.287 452731.651 198627.887 452740.668 198626.875 452742.543 198625.862 452747.156 198625.656 452752.854 198622.942 452767.476 198623.285 452769.235 198623.878 452771.77 198623.659 452772.759 198611.668 452770.82 198610.344 452780.701 198608.551 452780.315 198609.693 452773.947 198600.174 452771.484 198594.413 452770.038 198594.142 452771.172 198592.171 452770.766 198592.755 452768.596 198593.31 452768.711 198594.522 452764.168 198593.561 452763.788 198594.535 452759.912 198595.906 452750.129 198589.655 452749.515 198588.93 452756.324 198585.247 452756.335 198581.762 452755.74 198579.466 452755.748 198579.455 452756.456 198574.778 452756.021 198571.161 452755.341 198569.078 452762.122 198573.951 452763.498 198581.683 452765.855 198580.583 452770.972 198579.092 452770.587 198579.082 452770.046 198575.325 452768.584 198575.998 452766.841 198569.401 452764.519 198564.266 452765.039 198561.098 452776.966 198559.701 452776.362 198559.388 452777.798 198558.335 452777.351 198557.653 452778.923 198565.773 452779.019 198571.708 452779.115 198574.172 452779.176 198577.984 452780.261 198584.986 452782.179 198591.048 452783.9 198607.443 452788.362 198611.779 452789.276 198611.651 452790.364 198607.981 452789.639 198602.816 452788.512 198602.471 452787.521 198595.639 452785.841 198590.779 452784.979 198582.798 452782.965 198577.126 452781.687 198571.24 452781.023 198570.687 452783.305 198563.836 452783.138 198555.962 452782.822 198554.224 452786.83 198552.823 452791.311 198552.177 452795.941 198549.859 452795.2 198550.675 452792.033 198551.188 452791.74 198551.75 452789.558 198551.291 452789.423 198551.407 452788.463 198552.577 452782.522 198542.609 452779.509 198535.676 452777.278 198532.806 452777.036 198531.712 452789.756 198531.378 452790.856 198531.065 452793.709 198533.129 452793.928 198533.13 452794.572 198532.563 452800 198531.954 452805.832 198531.943 452807.429 198530.971 452812.36 198528.907 452820.142 198527.017 452828.31 198526.616 452828.559 198526.272 452829.732 198525.997 452830.727 198525.379 452832.84 198522.002 452831.826 198519.724 452839.689 198518.153 452844.52 198528.371 452847.365198525.957 452769.855 198528.15 452770.597 198538.104 452773.744 198544.261 452775.713 198551.336 452777.915 198555.376 452779.082 198557.433 452774.121 198559.901 452765.496 198560.048 452764.318 198560.569 452763.018 198562.696 452763.736 198566.419 452757.605 198567.357 452757.429 198568.656 452751.986 198578.32 452754.27 198578.435 452752.651 198585.322 452751.58 198586.87 452750.972 198587.455 452749.275 198587.653 452748.37 198588.936 452747.159 198588.979 452745.844 198596.546 452746.532 198596.851 452742.227 198600.657 452742.206 198602.425 452736.869 198602.958 452735.137 198603.397 452734.149 198604.494 452731.159 198605.938 452725.113 198606.037 452722.538 198601.716 452718.843 198597.958 452715.758 198596.831 452715.303 198599.171 452705.795 198587.985 452701.857 198586.443 452701.755 198579.691 452701.373 198578.531 452705.186 198575.153 452704.873 198574.857 452705.49 198573.316 452705.61 198572.043 452715.293 198572.679 452715.332 198572.438 452717.368 198572.032 452717.34 198570.938 452727.116 198570.558 452729.37 198572.682 452733.697 198573.839 452733.739 198574.609 452740.881 198569.494 452739.566 198571.186 452734.501 198565.748 452732.419 198569.406 452719.714 198568.021 452718.957 198570.094 452711.582 198570.687 452707.496 198563.439 452705.274 198562.94 452706.022 198552.163 452702.354 198550.481 452707.561 198548.587 452711.729 198554.276 452714.157 198554.572 452715.07 198553.829 452717.099 198546.625 452713.915 198543.149 452723.037 198543.437 452727.316 198542.83 452731.728 198543.528 452732.8 198545.008 452734.111 198544.255 452738.783 198549.808 452740.295 198549.107 452742.454 198541.606 452740.545 198542.246 452736.085 198542.733 452734.111 198541.305 452733.508 198541.348 452731.978 198539.763 452731.239 198541.56 452724.668 198541.459 452722.871 198534.981 452721.909 198530.001 452722.681 198528.345 452729.152 198526.883 452734.948 198524.656 452741.986 198520.895 452752.109 198518.662 452758.119 198518.657 452758.132 198518.229 452759.29 198516.601 452763.984 198517.79 452767.447 198525.957 452769.855198614.249 452746.639 198614.277 452747.2 198621.446 452747.902 198623.689 452748.206 198625.866 452740.835 198629.181 452729.021 198631.715 452723.759 198633.296 452719.46 198611.911 452711.26 198602.591 452707.163 198599.879 452714.208 198608.874 452721.726 198608.624 452723.511 198608.782 452723.539 198606.117 452735.554 198603.774 452743.819 198614.249 452746.639198596.256 452761.32 198595.764 452765.113 198596.964 452767.073 198600.21 452768.993 198609.173 452771.202 198610.062 452768.276 198613.547 452768.381 198619.257 452768.681 198620.469 452766.169 198622.896 452751.385 198614.35 452750.449 198608.035 452749.269 198608.05 452747.335 198599.018 452745.304 198596.256 452761.32,1111014100100730001,11110,14100,1,0073,0001,73-1도,263726,11110,1,2018,01,904,1349000,14,도로,2927,13,제1종일반주거지역,14,제2종일반주거지역,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198552.177 452795.941 198549.221 452805.06 198561.826 452807.892 198557.221 452819.637 198557.114 452819.911 198543.651 452815.319 198545.784 452807.898 198548.318 452800 198549.859 452795.2 198552.177 452795.941,1111014100100740001,11110,14100,1,0074,0001,74-1대,163196,11110,1,2018,01,904,3762000,08,대,199.3,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,08,자루형,10,세로한면(불),2018-08-07Z
198558.635 452797.182 198559.677 452798.369 198565.839 452800 198561.89 452807.728 198561.826 452807.892 198549.221 452805.06 198552.177 452795.941 198558.635 452797.182,1111014100100740002,11110,14100,1,0074,0002,74-2대,207253,11110,1,2018,01,904,3967000,08,대,131.2,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198550.675 452792.033 198549.859 452795.2 198548.318 452800 198545.784 452807.898 198531.954 452805.832 198532.563 452800 198533.13 452794.572 198533.129 452793.928 198531.065 452793.709 198531.378 452790.856 198531.712 452789.756 198541.135 452791.092 198541.334 452790.603 198550.675 452792.033,1111014100100750001,11110,14100,1,0075,0001,75-1대,163202,11110,1,2018,01,904,4867000,08,대,257.8,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198551.188 452791.74 198550.675 452792.033 198541.334 452790.603 198541.135 452791.092 198531.712 452789.756 198532.806 452777.036 198535.676 452777.278 198542.609 452779.509 198552.577 452782.522 198551.407 452788.463 198551.291 452789.423 198551.75 452789.558 198551.188 452791.74,1111014100100750005,11110,14100,1,0075,0005,75-5대,163215,11110,1,2018,01,904,6160000,08,대,233.1,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198552.176 452769.199 198551.058 452771.963 198557.433 452774.121 198555.376 452779.082 198551.336 452777.915 198544.261 452775.713 198545.873 452771.577 198546.936 452771.41 198548.064 452767.824 198548.731 452767.584 198552.176 452769.199,1111014100100760000,11110,14100,1,0076,0000,76대,194964,11110,1,2018,01,904,5975000,08,대,76.6,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198541.122 452770.806 198545.873 452771.577 198544.261 452775.713 198538.104 452773.744 198538.891 452769.956 198541.122 452770.806,1111014100100770000,11110,14100,1,0077,0000,77대,163232,11110,1,2018,01,904,5975000,08,대,31,13,제1종일반주거지역,00,지정되지않음,320,주상나지,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198538.891 452769.956 198538.104 452773.744 198528.15 452770.597 198525.957 452769.855 198527.223 452761.429 198528.625 452755.236 198527.624 452754.112 198530.437 452745.061 198531.928 452745.959 198532.116 452746.823 198538.785 452748.563 198538.001 452751.224 198537.886 452752.223 198544.649 452753.31 198547.182 452754.205 198546.921 452755.739 198545.506 452755.833 198543.725 452759.827 198541.588 452759.421 198538.891 452769.956,1111014100100780000,11110,14100,1,0078,0000,78대,163234,11110,1,2018,01,904,5975000,08,대,335.5,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
