SHAPE,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,LNM_LNDCGR_SMBOL,SRC_OBJECTID,SRC_LD_CPSG_CODE,ISSU_CONFM_CODE,STDR_YEAR,STDR_MT,ADSTRD_EMD_CODE,PBLNTF_PCLND,LNDCGR_CODE,LNDCGR_CODE_NM,LNDPCL_AR,PRPOS_AREA_1,PRPOS_AREA_1_NM,PRPOS_AREA_2,PRPOS_AREA_2_NM,LAD_USE_SITTN,LAD_USE_SITTN_NM,TPGRPH_HG_CODE,TPGRPH_HG_CODE_NM,TPGRPH_FRM_CODE,TPGRPH_FRM_CODE_NM,ROAD_SIDE_CODE,ROAD_SIDE_CODE_NM,FRST_REGIST_DT
198608.551 452780.315 198610.344 452780.701 198609.787 452784.224 198612.125 452784.57 198612.109 452785.691 198611.779 452789.276 198607.443 452788.362 198591.048 452783.9 198593.096 452777.685 198593.128 452776.041 198594.142 452771.172 198594.413 452770.038 198600.174 452771.484 198598.501 452778.752 198599.398 452778.825 198599.701 452778.492 198608.551 452780.315,1111014100101090000,11110,14100,1,0109,0000,109대,163218,11110,1,2018,01,904,5975000,08,대,197.3,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198608.551 452780.315 198599.701 452778.492 198599.398 452778.825 198598.501 452778.752 198600.174 452771.484 198609.693 452773.947 198608.551 452780.315,1111014100101100000,11110,14100,1,0110,0000,110대,163225,11110,1,2018,01,904,5289000,08,대,72.7,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,02,가로장방,10,세로한면(불),2018-08-07Z
198584.002 452765.967 198585.19 452766.321 198585.305 452767.059 198592.755 452768.596 198592.171 452770.766 198590.863 452775.396 198590.237 452776.873 198586.406 452776.121 198584.237 452775.684 198579.925 452774.404 198580.583 452770.972 198581.683 452765.855 198584.002 452765.967,1111014100101110000,11110,14100,1,0111,0000,111대,163231,11110,1,2018,01,904,4800000,08,대,95.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198589.159 452758.714 198594.535 452759.912 198593.561 452763.788 198594.522 452764.168 198593.31 452768.711 198592.755 452768.596 198585.305 452767.059 198585.19 452766.321 198584.002 452765.967 198585.234 452761.299 198584.692 452761.206 198585.247 452756.335 198588.93 452756.324 198589.159 452758.714,1111014100101120000,11110,14100,1,0112,0000,112대,163241,11110,1,2018,01,904,4800000,08,대,92.6,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198595.906 452750.129 198594.535 452759.912 198589.159 452758.714 198588.93 452756.324 198589.655 452749.515 198595.906 452750.129,1111014100101130000,11110,14100,1,0113,0000,113대,163250,11110,1,2018,01,904,5150000,08,대,59.5,13,제1종일반주거지역,00,지정되지않음,160,주거기타,02,평지,03,세로장방,11,세로각지(불),2018-08-07Z
198574.778 452756.021 198574.037 452758.41 198575.559 452758.857 198573.951 452763.498 198569.078 452762.122 198571.161 452755.341 198574.778 452756.021,1111014100101140001,11110,14100,1,0114,0001,114-1대,163247,11110,1,2018,01,904,5000000,08,대,31.7,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198584.692 452761.206 198585.234 452761.299 198584.002 452765.967 198581.683 452765.855 198573.951 452763.498 198575.559 452758.857 198574.037 452758.41 198574.778 452756.021 198579.455 452756.456 198579.466 452755.748 198581.762 452755.74 198585.247 452756.335 198584.692 452761.206,1111014100101140002,11110,14100,1,0114,0002,114-2대,163245,11110,1,2018,01,904,5000000,08,대,93.8,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198587.653 452748.37 198587.455 452749.275 198586.87 452750.972 198585.322 452751.58 198578.435 452752.651 198578.396 452748.074 198579.824 452747.991 198580.169 452747.46 198587.133 452746.545 198587.653 452748.37,1111014100101150000,11110,14100,1,0115,0000,115대,163262,11110,1,2018,01,904,4800000,08,대,43,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198178.798 453094.516 198178.254 453095.422 198177.407 453091.289 198177.405 453091.28 198178.798 453094.516,1111014200100740003,11110,14200,1,0074,0003,74-3도,204344,11110,1,2018,01,904,3696000,14,도로,1.3,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,00,지정되지않음,2018-08-07Z
198186.202 453088.451 198181.495 453090.023 198183.038 453087.374 198185.497 453086.7 198186.202 453088.451,1111014200100750000,11110,14200,1,0075,0000,75대,163395,11110,1,2018,01,904,11510000,08,대,6.6,13,제1종일반주거지역,00,지정되지않음,210,상업용,02,평지,07,부정형,02,광대소각,2018-08-07Z
198213.819 453100.766 198211.649 453101.522 198210.91 453098.973 198209.473 453098.772 198209.257 453097.294 198203.788 453098.327 198201.905 453098.887 198201.1 453098.399 198194.926 453100.078 198194.523 453099.461 198192.102 453100.179 198189.556 453092.539 198187.721 453086.101 198199.411 453083.427 198207.249 453081.732 198207.651 453083.109 198209.074 453085.218 198210.066 453089.124 198210.956 453095.332 198213.04 453096.164 198213.819 453100.766,1111014200100760000,11110,14200,1,0076,0000,76대,163385,11110,1,2018,01,904,7420000,08,대,329.4,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,07,부정형,04,중로한면,2018-08-07Z
198211.649 453101.522 198213.103 453108.314 198213.236 453109.058 198196.529 453113.725 198195.321 453111.123 198192.102 453100.179 198194.523 453099.461 198194.926 453100.078 198201.1 453098.399 198201.905 453098.887 198203.788 453098.327 198209.257 453097.294 198209.473 453098.772 198210.91 453098.973 198211.649 453101.522,1111014200100770000,11110,14200,1,0077,0000,77대,163378,11110,1,2018,01,904,5417000,08,대,238,13,제1종일반주거지역,00,지정되지않음,220,업무용,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198205.989 453077.591 198206.506 453079.069 198198.208 453081.251 198197.434 453079.337 198195.99 453075.886 198196.45 453075.125 198204.57 453072.943 198205.989 453077.591,1111014200100790001,11110,14200,1,0079,0001,79-1 도,170247,11110,1,2018,01,904,2524000,14,도로,64.2,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198206.995 453081.193 198199.333 453083.206 198199.052 453082.408 198198.663 453082.408 198198.208 453081.251 198206.506 453079.069 198206.995 453081.193,1111014200100790003,11110,14200,1,0079,0003,79-3대,207265,11110,1,2018,01,904,2524000,08,대,18.2,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,02,가로장방,04,중로한면,2018-08-07Z
198207.249 453081.732 198199.411 453083.427 198199.333 453083.206 198206.995 453081.193 198207.249 453081.732,1111014200100790004,11110,14200,1,0079,0004,79-4도,209547,11110,1,2018,01,904,2524000,14,도로,2.6,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198222.067 453104.173 198222.499 453106.246 198213.203 453108.874 198213.103 453108.314 198211.649 453101.522 198213.819 453100.766 198220.857 453098.914 198222.067 453104.173,1111014200100820000,11110,14200,1,0082,0000,82 대,213346,11110,1,2018,01,904,4104000,08,대,76,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,02,가로장방,10,세로한면(불),2018-08-07Z
198231.362 453097.294 198228.347 453098.053 198222.7 453099.539 198223.835 453103.699 198222.067 453104.173 198220.857 453098.914 198222.028 453098.323 198230.26 453095.928 198231.362 453097.294,1111014200100830000,11110,14200,1,0083,0000,83 대,203998,11110,1,2018,01,904,3823000,08,대,23.2,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198225.072 453106.433 198222.901 453107.323 198222.757 453107.481 198222.067 453104.173 198223.835 453103.699 198224.483 453103.665 198225.072 453106.433,1111014200100830001,11110,14200,1,0083,0001,83-1 대,195496,11110,1,2018,01,904,5254000,08,대,6.6,13,제1종일반주거지역,00,지정되지않음,210,상업용,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198236.187 453099.306 198234.807 453099.909 198234.499 453096.504 198231.362 453097.294 198230.26 453095.928 198232.752 453095.203 198233.612 453094.952 198234.532 453094.751 198236.187 453099.306,1111014200100830003,11110,14200,1,0083,0003,83-3 대,203999,11110,1,2018,01,904,3823000,08,대,9.9,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,07,부정형,10,세로한면(불),2018-08-07Z
198229.847 453085.602 198232.031 453087.668 198233.612 453094.952 198222.028 453098.323 198220.857 453098.914 198213.819 453100.766 198213.04 453096.164 198210.956 453095.332 198210.066 453089.124 198209.074 453085.218 198208.183 453081.546 198210.014 453081.11 198227.875 453077.305 198229.847 453085.602,1111014200100840000,11110,14200,1,0084,0000,84대,163386,11110,1,2018,01,904,7420000,08,대,401.2,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,07,부정형,04,중로한면,2018-08-07Z
198241.732 453074.37 198227.875 453077.305 198210.014 453081.11 198209.611 453076.684 198218.518 453074.684 198226.14 453072.902 198240.557 453069.755 198241.732 453074.37,1111014200100850000,11110,14200,1,0085,0000,85 도,170248,11110,1,2018,01,904,2524000,14,도로,150.4,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198247.048 453104.442 198235.397 453104.638 198234.807 453099.909 198236.187 453099.306 198234.532 453094.751 198233.612 453094.952 198232.031 453087.668 198229.847 453085.602 198227.875 453077.305 198241.732 453074.37 198242.08 453076.146 198243.942 453083.582 198244.049 453088.576 198244.976 453093.851 198247.048 453104.442,1111014200100860000,11110,14200,1,0086,0000,86대,213243,11110,1,2018,01,904,7420000,08,대,361,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,04,중로한면,2018-08-07Z
198243.942 453083.582 198242.08 453076.146 198241.732 453074.37 198251.187 453072.813 198251.351 453074.662 198251.879 453074.662 198252.075 453075.319 198254.121 453074.865 198254.264 453075.14 198262.4 453071.473 198262.838 453072.057 198265.395 453076.157 198266.005 453077.571 198262.185 453079.925 198261.3 453081.029 198254.42 453082.315 198254.03 453082.332 198253.745 453081.861 198253.396 453081.618 198250 453082.431 198250 453082.323 198243.942 453083.582,1111014200100870001,11110,14200,1,0087,0001,87-1 대,213248,11110,1,2018,01,904,7711000,08,대,193.9,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,05,중로각지,2018-08-07Z
198252.075 453075.319 198251.879 453074.662 198251.351 453074.662 198251.187 453072.813 198261.789 453070.512 198262.4 453071.473 198254.264 453075.14 198254.121 453074.865 198252.075 453075.319,1111014200100870003,11110,14200,1,0087,0003,87-3도,209548,11110,1,2018,01,904,2524000,14,도로,21.3,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,05,중로각지,2018-08-07Z
198352.34 453111.598 198351.768 453113.834 198351.043 453115.752 198349 453120.359 198343.998 453119.508 198341.643 453119.1 198345.942 453109.141 198352.34 453111.598,1111014300100980000,11110,14300,1,0098,0000,98대,195540,11110,1,2018,01,904,6845000,08,대,73.4,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198354.464 453099.233 198357.603 453101.486 198358.603 453102.54 198360.131 453103.341 198362.835 453106.044 198364.417 453106.347 198365.275 453106.718 198364.547 453109.097 198363.547 453111.556 198363.038 453112.803 198362.471 453114.885 198362.353 453118.209 198351.043 453115.752 198351.768 453113.834 198352.34 453111.598 198345.942 453109.141 198348.203 453103.108 198351.441 453098.014 198354.464 453099.233,1111014300100990000,11110,14300,1,0099,0000,99대,195541,11110,1,2018,01,904,6639000,08,대,228.1,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198361.254 453091.759 198363.468 453093.294 198365.312 453095.152 198363.556 453096.941 198360.131 453103.341 198358.603 453102.54 198357.603 453101.486 198354.464 453099.233 198351.441 453098.014 198357.435 453089.386 198361.254 453091.759,1111014300101000000,11110,14300,1,0100,0000,100대,163558,11110,1,2018,01,904,6845000,08,대,95.9,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198369.199 453100.566 198367.995 453102.27 198364.417 453106.347 198362.835 453106.044 198360.131 453103.341 198363.556 453096.941 198365.312 453095.152 198369.199 453100.566,1111014300101010000,11110,14300,1,0101,0000,101대,195542,11110,1,2018,01,904,6845000,08,대,56.2,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198382.837 453106.821 198381.653 453107.154 198377.24 453108.269 198376.134 453107.432 198375.189 453106.216 198373.148 453101.909 198379.591 453099.576 198380.141 453099.372 198382.837 453106.821,1111014300101020000,11110,14300,1,0102,0000,102 대,298609,11110,1,2018,01,904,3998000,08,대,50.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198386.659 453116.72 198378.546 453117.997 198377.24 453108.269 198381.653 453107.154 198386.659 453116.72,1111014300101020001,11110,14300,1,0102,0001,102-1대,163556,11110,1,2018,01,904,3998000,08,대,62.8,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198377.548 453093.468 198379.591 453099.576 198373.148 453101.909 198372.594 453101.29 198368.969 453096.09 198370.616 453095.073 198371.896 453093.335 198375.703 453089.9 198377.548 453093.468,1111014300101030000,11110,14300,1,0103,0000,103대,163559,11110,1,2018,01,904,3998000,08,대,69.4,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198375.703 453089.9 198371.896 453093.335 198370.616 453095.073 198368.969 453096.09 198366.83 453093.217 198364.378 453091.352 198364.8 453090.497 198363.668 453089.064 198365.07 453087.661 198365.646 453088.029 198368.593 453085.676 198364.591 453082.463 198368.424 453077.602 198370.44 453079.288 198369.633 453080.315 198370.463 453081.144 198371.354 453083.106 198375.703 453089.9,1111014300101040000,11110,14300,1,0104,0000,104대,195543,11110,1,2018,01,904,6769000,08,대,105.8,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,09,세로각지(가),2018-08-07Z
198337.81 453200.037 198337.366 453200 198336.27 453199.908 198329.578 453199.343 198325.309 453198.85 198325.161 453200 198321.9 453200 198320.968 453199.164 198321.163 453197.682 198318.114 453196.383 198313.146 453194.027 198306.758 453191.171 198306.309 453192.474 198303.918 453197.537 198302.807 453199.764 198302.764 453200 198300.072 453200 198309.874 453172.884 198327.934 453140.739 198338.492 453122.475 198343.568 453107.317 198354.227 453090.908 198370.328 453074.187 198369.572 453071.534 198371.627 453069.145 198372.366 453069.883 198372.763 453072.039 198386.661 453104.094 198392.479 453112.147 198396.999 453114.865 198389.327 453121.046 198388.685 453121.079 198388.397 453120.04 198386.038 453119.85 198379.854 453121.145 198380.512 453128.882 198381.892 453139.537 198380.316 453143.417 198371.595 453144.175 198363.287 453144.59 198359.097 453145.175 198356.943 453155.441 198355.839 453161.393 198355.501 453171.109 198355.939 453174.833 198359.493 453181.527 198360.593 453183.232 198360.551 453184.883 198362.232 453188.724 198360.018 453188.365 198359.648 453190.877 198356.57 453200 198339.048 453200.035 198338.817 453200.035 198338.578 453200 198338.33 453200.036 198338.075 453200 198337.81 453200.037198354.03 453199.448 198354.258 453197.485 198354.463 453196.468 198355.762 453193.63 198357.114 453189.767 198357.42 453185.856 198357.743 453182.098 198355.791 453181.913 198353.922 453180.196 198354.761 453176.155 198353.155 453172.134 198352.698 453169.296 198352.684 453164.432 198354.062 453155.212 198354.181 453153.957 198354.917 453153.665 198355.578 453151.687 198355.209 453151.286 198358.044 453140.833 198360.13 453141.388 198367.359 453142.135 198369.078 453141.846 198374.144 453141.289 198378.222 453140.964 198379.631 453140.434 198379.507 453138.156 198379.21 453136.675 198377.928 453135.472 198376.58 453129.692 198376.192 453119.894 198369.145 453121.175 198366.794 453120.652 198363.191 453120.618 198360.127 453122.081 198359.23 453125.503 198358.907 453128.64 198358.193 453130.112 198355.803 453129.192 198356.603 453122.738 198362.353 453118.209 198368.73 453118.903 198371.758 453118.98 198376.301 453117.667 198376.126 453113.923 198375.365 453110.29 198374.605 453108.735 198372.326 453108.865 198371.576 453107.173 198367.995 453102.27 198369.199 453100.566 198365.312 453095.152 198363.468 453093.294 198361.254 453091.759 198357.435 453089.386 198351.441 453098.014 198348.203 453103.108 198345.942 453109.141 198341.643 453119.1 198338.818 453124.801 198335.9 453130.356 198335.519 453130.159 198332.363 453134.575 198327.982 453146.02 198326.902 453145.646 198322.945 453153.073 198322.621 453154.693 198323.271 453155.228 198322.352 453156.975 198320.922 453156.001 198319.497 453157.84 198316.739 453163.181 198314.403 453167.999 198313.661 453169.605 198312.865 453169.682 198311.663 453172.268 198310.442 453174.538 198308.523 453179.174 198306.822 453182.796 198308.084 453183.411 198306.551 453187.529 198306.163 453188.62 198315.765 453192.13 198318.729 453193.612 198322.266 453194.97 198325.373 453195.749 198328.329 453196.261 198343.181 453198.06 198354.03 453199.448198378.546 453117.997 198386.659 453116.72 198385.625 453113.452 198382.837 453106.821 198380.141 453099.372 198379.591 453099.576 198377.548 453093.468 198375.703 453089.9 198371.354 453083.106 198370.463 453081.144 198369.633 453080.315 198370.44 453079.288 198368.424 453077.602 198364.591 453082.463 198363.255 453083.42 198359.897 453086.837 198362.825 453090.047 198364.378 453091.352 198366.83 453093.217 198368.969 453096.09 198372.594 453101.29 198373.148 453101.909 198375.189 453106.216 198376.134 453107.432 198377.24 453108.269 198378.546 453117.997,1111014300101040001,11110,14300,1,0104,0001,104-1도,213139,11110,1,2018,01,904,1458000,14,도로,1133.4,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198385.625 453113.452 198386.659 453116.72 198381.653 453107.154 198382.837 453106.821 198385.625 453113.452,1111014300101040004,11110,14300,1,0104,0004,104-4 대,170263,11110,1,2018,01,904,3998000,08,대,7.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198363.668 453089.064 198364.8 453090.497 198364.378 453091.352 198362.825 453090.047 198359.897 453086.837 198363.255 453083.42 198364.591 453082.463 198368.593 453085.676 198365.646 453088.029 198365.07 453087.661 198363.668 453089.064,1111014300101050000,11110,14300,1,0105,0000,105대,163560,11110,1,2018,01,904,6639000,08,대,33.1,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198588.936 452747.159 198587.653 452748.37 198587.133 452746.545 198580.169 452747.46 198579.824 452747.991 198578.396 452748.074 198575.932 452741.39 198574.609 452740.881 198573.839 452733.739 198576.759 452733.718 198576.284 452735.899 198576.211 452736.773 198588.087 452736.776 198588.979 452745.844 198588.936 452747.159,1111014100101160000,11110,14100,1,0116,0000,116대,195462,11110,1,2018,01,904,4800000,08,대,142.1,13,제1종일반주거지역,00,지정되지않음,130,다세대,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198597.17 452736.733 198602.425 452736.869 198600.657 452742.206 198596.851 452742.227 198596.546 452746.532 198588.979 452745.844 198588.087 452736.776 198576.211 452736.773 198576.284 452735.899 198576.759 452733.718 198573.839 452733.739 198572.682 452733.697 198570.558 452729.37 198570.938 452727.116 198572.032 452717.34 198572.438 452717.368 198572.679 452715.332 198572.043 452715.293 198573.316 452705.61 198574.857 452705.49 198575.153 452704.873 198578.531 452705.186 198579.691 452701.373 198586.443 452701.755 198587.985 452701.857 198599.171 452705.795 198596.831 452715.303 198597.958 452715.758 198598.391 452717.112 198597.478 452720.576 198598.609 452721.283 198599.729 452721.002 198606.037 452722.538 198605.938 452725.113 198604.494 452731.159 198603.397 452734.149 198598.367 452733.877 198598.314 452734.71 198597.282 452734.637 198597.17 452736.733198597.446 452721.486 198596.191 452729.03 198594.542 452729.042 198594.445 452729.359 198596.167 452729.874 198598.176 452721.357 198597.446 452721.486,1111014100101170000,11110,14100,1,0117,0000,117대,211313,11110,1,2018,01,904,5409000,08,대,1069.5,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198601.716 452718.843 198599.729 452721.002 198598.609 452721.283 198597.478 452720.576 198598.391 452717.112 198597.958 452715.758 198601.716 452718.843,1111014100101240001,11110,14100,1,0124,0001,124-1 도,211312,11110,1,2018,01,904,5573000,14,도로,11.9,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198606.037 452722.538 198599.729 452721.002 198601.716 452718.843 198606.037 452722.538,1111014100101250001,11110,14100,1,0125,0001,125-1대,163276,11110,1,2018,01,904,5573000,08,대,8.6,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,05,삼각형,08,세로한면(가),2018-08-07Z
198596.167 452729.874 198594.445 452729.359 198594.542 452729.042 198596.191 452729.03 198597.446 452721.486 198598.176 452721.357 198596.167 452729.874,1111014100101250002,11110,14100,1,0125,0002,125-2대,195468,11110,1,2018,01,904,5409000,08,대,5,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198598.314 452734.71 198602.958 452735.137 198602.425 452736.869 198597.17 452736.733 198597.282 452734.637 198598.314 452734.71,1111014100101260001,11110,14100,1,0126,0001,126-1 대,163269,11110,1,2018,01,904,5638000,08,대,10.6,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198603.397 452734.149 198602.958 452735.137 198598.314 452734.71 198598.367 452733.877 198603.397 452734.149,1111014100101260002,11110,14100,1,0126,0002,126-2대,163271,11110,1,2018,01,904,5638000,08,대,4,13,제1종일반주거지역,00,지정되지않음,150,주거나지,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198608.05 452747.335 198608.035 452749.269 198606.008 452756.084 198605.434 452756.5 198603.791 452762.645 198596.256 452761.32 198599.018 452745.304 198608.05 452747.335,1111014100101280000,11110,14100,1,0128,0000,128대,163249,11110,1,2018,01,904,5189000,08,대,142.1,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198609.33 452762.885 198609.895 452762.974 198609.749 452764.072 198603.791 452762.645 198605.434 452756.5 198606.008 452756.084 198608.035 452749.269 198613.468 452750.284 198612.551 452755.28 198610.555 452754.94 198609.33 452762.885,1111014100101290000,11110,14100,1,0129,0000,129대,212867,11110,1,2018,01,904,5139000,08,대,74.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,10,세로한면(불),2018-08-07Z
198609.895 452762.974 198609.33 452762.885 198610.555 452754.94 198612.551 452755.28 198612.804 452753.901 198613.264 452753.983 198612.74 452755.689 198610.894 452755.481 198609.895 452762.974,1111014100101290001,11110,14100,1,0129,0001,129-1 대,212868,11110,1,2018,01,904,5189000,08,대,5.2,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198614.35 452750.449 198613.264 452753.983 198612.804 452753.901 198613.468 452750.284 198614.35 452750.449,1111014100101290002,11110,14100,1,0129,0002,129-2 대,212869,11110,1,2018,01,904,5189000,08,대,2.5,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198620.469 452766.169 198613.654 452764.844 198610.823 452764.395 198609.749 452764.072 198610.894 452755.481 198612.74 452755.689 198614.35 452750.449 198622.896 452751.385 198620.469 452766.169,1111014100101300000,11110,14100,1,0130,0000,130대,195454,11110,1,2018,01,904,5189000,08,대,148.8,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198620.469 452766.169 198619.257 452768.681 198613.547 452768.381 198613.654 452764.844 198620.469 452766.169,1111014100101300001,11110,14100,1,0130,0001,130-1 대,163242,11110,1,2018,01,904,5039000,08,대,19.2,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198603.791 452762.645 198609.749 452764.072 198610.823 452764.395 198610.062 452768.276 198609.173 452771.202 198600.21 452768.993 198596.964 452767.073 198595.764 452765.113 198596.256 452761.32 198603.791 452762.645,1111014100101310000,11110,14100,1,0131,0000,131대,163236,11110,1,2018,01,904,5039000,08,대,95.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198613.654 452764.844 198613.547 452768.381 198610.062 452768.276 198610.823 452764.395 198613.654 452764.844,1111014100101310001,11110,14100,1,0131,0001,131-1대,163243,11110,1,2018,01,904,5039000,08,대,11.9,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,04,사다리형,11,세로각지(불),2018-08-07Z
198623.659 452772.759 198621.471 452787.097 198612.109 452785.691 198612.125 452784.57 198609.787 452784.224 198610.344 452780.701 198611.668 452770.82 198623.659 452772.759,1111014100101320000,11110,14100,1,0132,0000,132대,163219,11110,1,2018,01,904,6221000,08,대,175.2,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,03,세로장방,08,세로한면(가),2018-08-07Z
198249.706 453068.291 198240.557 453069.755 198239.103 453064.353 198248.246 453062.761 198249.706 453068.291,1111014200100870004,11110,14200,1,0087,0004,87-4도,163417,11110,1,2018,01,904,2524000,14,도로,56.2,13,제1종일반주거지역,00,지정되지않음,910,도로등,00,지정되지않음,00,지정되지않음,00,지정되지않음,2018-08-07Z
198276.916 453119.827 198274.241 453120.144 198273.173 453121.321 198272.814 453122.899 198272.095 453122.971 198271.513 453120.404 198276.752 453118.383 198276.916 453119.827,1111014200100880001,11110,14200,1,0088,0001,88-1대,195492,11110,1,2018,01,904,4250000,08,대,6.6,13,제1종일반주거지역,00,지정되지않음,110,단독,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
198266.81 453092.685 198265.793 453090.88 198266.06 453089.598 198266.873 453088.473 198266.81 453092.685,1111014200100880010,11110,14200,1,0088,0010,88-10대,163393,11110,1,2018,01,904,4420000,08,대,2,13,제1종일반주거지역,00,지정되지않음,310,주상용,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198266.688 453078.798 198269.553 453083.285 198264.758 453087.538 198262.565 453088.411 198255.911 453089.751 198255.088 453086.409 198254.42 453082.315 198261.3 453081.029 198262.185 453079.925 198266.005 453077.571 198266.688 453078.798,1111014200100880011,11110,14200,1,0088,0011,88-11대,163396,11110,1,2018,01,904,4420000,08,대,102.5,13,제1종일반주거지역,00,지정되지않음,330,주상기타,02,평지,04,사다리형,08,세로한면(가),2018-08-07Z
198256.401 453091.273 198258.171 453101.228 198258.424 453102.776 198256.797 453103.034 198254.951 453092.24 198254.121 453086.506 198255.088 453086.409 198255.911 453089.751 198262.565 453088.411 198264.758 453087.538 198269.553 453083.285 198270.571 453085.065 198266.873 453088.473 198266.06 453089.598 198256.401 453091.273,1111014200100880014,11110,14200,1,0088,0014,88-14도,203493,11110,1,2018,01,904,1458000,14,도로,59.6,13,제1종일반주거지역,00,지정되지않음,910,도로등,02,평지,07,부정형,08,세로한면(가),2018-08-07Z
